ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
522	489	E	nauw , benepen , bekneld , geklemd	narrow , pinched , wedged	sempit, terjepit, terjepit	ènapienie	180	Enapini	E n a p i n i	ɛ n a p i n i						
523	489	E	met de beenen wijd uit elkander bij het loopen , als kinderen	with legs wide apart when walking , like children	dengan kaki terbuka lebar saat berjalan, seperti anak-anak	ènè		EnE	E n E	ɛ n ɛ						
524	489	E	zekere boomsoort met deugdzaam timmerhout	certain tree species with decent lumber	spesies pohon tertentu dengan kayu yang layak	ènèhèie		EnEhEi	E n E h E i	ɛ n ɛ h ɛ i						
525	489	E	lokaas	bait	umpan	ènèanèa		EnEanEa	E n E a n E a	ɛ n ɛ a n ɛ a						
526	489	E	hoofddoek	headscarf	jilbab	ènèka		EnEka	E n E k a	ɛ n ɛ k a						
527	489	E	snauwen , afsnauwen	snarl , snap at	menggeram, membentak	ènieènie(j)a		EniEni(y)a	E n i E n i ( y ) a	ɛ n i ɛ n i ( j ) a						
528	489	E	naam	name	nama	ènie(j)o		Eni(y)o	E n i ( y ) o	ɛ n i ( j ) o						
529	489	E	tand	tooth	gigi	ènienie		Enini	E n i n i	ɛ n i n i						
530	489	E	zwaar , drukkend	heavy , oppressive	berat, menindas	ènoä	182	Eno'a	E n o ' a	ɛ n o ʔ a						
531	489	E	diep , diepte	deep , depth	dalam, kedalaman	ènoeqoeq		Enu'u'	E n u ' u '	ɛ n u ʔ u ʔ						
532	489	E	droog van het jaargetijde	dry of the season	musim kemarau	ènohaie		Enohai	E n o h a i	ɛ n o h a i						
533	489	E	de middel	the waist	pinggang	ènomonomo		Enomonomo	E n o m o n o m o	ɛ n o m o n o m o						
534	489	E	mansvracht	man-freight	angkutan manusia	ènoöhoq		Eno'oho'	E n o ' o h o '	ɛ n o ʔ o h o ʔ						
535	489	E	damp , wasem	vapour , steam	uap, uap	èoaba		Eoaba	E o a b a	ɛ o a b a						
536	489	E	varken , zwijn	pig , boar	babi, babi hutan	èobo		Eobo	E o b o	ɛ o b o						
537	489	E	waarde , prijs	value , price	nilai, harga	èodie	205	Eodi	E o d i	ɛ o d i						
538	489	E	hoeveel kost het ? 	how much does it cost ? 	berapa biayanya?	apieha_èodiedie(j)a	42	apiha_Eodidi(y)a	a p i h a _ E o d i d i ( y ) a	a p i ç a _ ɛ o d i d i ( j ) a						
539	489	E	verkoopen	sell	menjual	èodieaäq	206	Eodia'a'	E o d i a ' a '	ɛ o d i a ʔ a ʔ						
540	489	E	zich bezig houden met verkoopen	engage in sales	terlibat dalam penjualan	bodieaäq	57	bodia'a'	b o d i a ' a '	b o d i a ʔ a ʔ						
541	489	E	handel drijven	trade	perdagangan	kahohodieaäq	315	kahohodia'a'	k a h o h o d i a ' a '	k a h o h o d i a ʔ a ʔ						
542	489	E	schuld , geldschuld	debt , monetary debt	utang, utang moneter	èodieöka	207	Eodi'oka	E o d i ' o k a	ɛ o d i ʔ o k a						
543	489	E	roeiriem	oar	dayung	èodjie		Eoji	E o j i	ɛ o d͡ʒ i						
544	489	E	scherp , scherpsnijdend	sharp , cutting	tajam, memotong	èodo		Eodo	E o d o	ɛ o d o						
545	489	E	verplaatsen van eene nederzetting	moving a settlement	memindahkan pemukiman	èodöda		Eodu̇da	E o d u̇ d a	ɛ o d ɨ d a						
546	489	E	de mĕngkoedoe	the madder	yang lebih gila	èodoe	208	Eodu	E o d u	ɛ o d u						
547	489	E	de balken die dienen om daarop zolder of vloer te leggen	the beams that serve to lay loft or floor thereon	balok yang berfungsi untuk meletakkan loteng atau lantai di atasnya	èodohèie	209	EodohEi	E o d o h E i	ɛ o d o h ɛ i						
548	489	E	huis , woning	house , dwelling	rumah, tempat tinggal	èoeba	188	Euba	E u b a	ɛ u b a						
549	489	E	kist , koffer	chest , case	dada, kasing	èoeba:_èkaèn	189	Euba:_EkaEn	E u b a : _ E k a E n	ɛ u b a : _ ɛ k a ɛ n						
550	489	E	kippenhok	chicken coop	kandang ayam	èkieadoboe	141	Ekiadobu	E k i a d o b u	ɛ k i a d o b u						
551	489	E	varkenshok	pig pen	kandang babi	èkojoq	185	Ekoyo'	E k o y o '	ɛ k o j o ʔ						
552	489	E	woning van dikke , dicht aaneensluitende , loodrecht in den grond geplante stammen inz. van den niboeng	house of thick , close together , perpendicularly planted trunks e.g. of the nibung	rumah dari batang yang tebal, berdekatan, dan ditanam tegak lurus, misalnya dari nibung	ètèbè		EtEbE	E t E b E	ɛ t ɛ b ɛ						
553	489	E	nest , vogelkooi	nest , birdcage	sarang, sangkar burung	kèèèpa	334	kEEEpa	k E E E p a	k ɛ ɛ ɛ p a						
554	489	E	levend , frisch , versch	alive , fresh , fresh	hidup, segar, segar	èoeda		Euda	E u d a	ɛ u d a						
555	489	E	bast	bark	kulit kayu	èoedie		Eudi	E u d i	ɛ u d i						
556	489	E	hoofd in alle beteekenissen	head in all senses	kepala dalam semua indera	èoedoe	195	Eudu	E u d u	ɛ u d u						
557	489	E	oorsprong eener rivier	origin of a river	asal usul sungai	èoedoe_bèlo(w)a	196	Eudu_bElo(w)a	E u d u _ b E l o ( w ) a	ɛ u d u _ b ɛ l o ( w ) a						
558	489	E	mat van de pandanus vervaardigd	mat made from the pandanus	tikar yang terbuat dari pandan	èoeèhè(j)a		EuEhE(y)a	E u E h E ( y ) a	ɛ u ɛ h ɛ ( j ) a						
559	489	E	uil (vogel)	owl (bird)	burung hantu (burung)	èoehoe		Euhu	E u h u	ɛ u h u						
560	489	E	geldboete	fine	baik	èoeko		Euko	E u k o	ɛ u k o						
561	489	E	veest	fart	kentut	èoekoe		Euku	E u k u	ɛ u k u						
562	490	E	lange stok , duwboom op vaartuigen	long stick , push bar on vessels	tongkat panjang, batang dorong pada kapal	èoekoeaie		Eukuai	E u k u a i	ɛ u k u a i						
563	490	E	de lippen	the lips	bibir	èoekoediepo	192	Eukudipo	E u k u d i p o	ɛ u k u d i p o						
564	490	E	naald	needle	jarum	èoekoeie		Eukui	E u k u i	ɛ u k u i						
565	490	E	vertikale omwandingsplanken	vertical wall planks	papan dinding vertikal	èoekoeqoe		Euku'u	E u k u ' u	ɛ u k u ʔ u						
566	490	E	voorhoofdsband , bestaande uit een boomblad nu en dan versierd met de vederen van een papegaaisoort	forehead band consisting of a tree leaf occasionally decorated with the feathers of a parrot species	pita dahi yang terdiri dari daun pohon yang kadang-kadang dihiasi dengan bulu spesies burung beo	èoekoe(w)aie		Euku(w)ai	E u k u ( w ) a i	ɛ u k u ( w ) a i						
567	490	E	eene groene wilde duif	a green wild pigeon	seekor merpati liar berwarna hijau	èoema		Euma	E u m a	ɛ u m a						
568	490	E	een in het wild groeiende notenmuscaatboom	a nutmeg tree growing in the wild	pohon pala yang tumbuh di alam liar	èoemiehie		Eumihi	E u m i h i	ɛ u m i ç i						
569	490	E	vlieg	fly	terbang	èoemo	197	Eumo	E u m o	ɛ u m o	èbaka	Ebaka	E b a k a	214	ɛ b a k a	
569	490	E	vlieg	fly	terbang	èoemo	197	Eumo	E u m o	ɛ u m o	èbaka	Ebaka	E b a k a	215	ɛ b a k a	
569	490	E	vlieg	fly	terbang	èoemo	197	Eumo	E u m o	ɛ u m o	èbaka	Ebaka	E b a k a	234	ɛ b a k a	
570	490	E	mand van gevlochten rottan	basket of woven rottan	sekeranjang anyaman rotan	èoenèkè		EunEkE	E u n E k E	ɛ u n ɛ k ɛ						
571	490	E	zeegarnaal	prawn	udang	è(oe)noekie(j)o		E(u)nuki(y)o	E ( u ) n u k i ( y ) o	ɛ ( u ) n u k i ( j ) o						
572	490	E	steel om iets mee aan te vatten , steel van bloemen , vruchten enz.	stem to hold on to something , stem of a flower , fruits , etc.	batang untuk berpegangan pada sesuatu, tangkai bunga, buah-buahan, dll.	èoeoe		Eu'u	E u ' u	ɛ u ʔ u						
573	490	E	benedenarm	forearm	lengan bawah	èoeoe(w)apo	198	Eu'u(w)apo	E u ' u ( w ) a p o	ɛ u ʔ u ( w ) a p o						
574	490	E	landschildpad	land tortoise	kura-kura darat	èoeoenoe		Eu'unu	E u ' u n u	ɛ u ʔ u n u						
575	490	E	de betelnootpalm	the betel nut palm	pohon pinang	èoepo	190	Eupo	E u p o	ɛ u p o						
576	490	E	bloem , bloesem	flower , blossom	bunga, mekar	èoepoeie(j)o	199	Eupui(y)o	E u p u i ( y ) o	ɛ u p u i ( j ) o						
577	490	E	huiduitslag , muggebeet	skin rash , mosquito bite	ruam kulit, gigitan nyamuk	èoepoeqoe(w)o	200	Eupu'u(w)o	E u p u ' u ( w ) o	ɛ u p u ʔ u ( w ) o						
578	490	E	hard loopen , hard wegloopen	run fast , run away fast	lari cepat, lari cepat	èoepoe(w)a	191	Eupu(w)a	E u p u ( w ) a	ɛ u p u ( w ) a						
579	490	E	een rottansoort	a rottan species	spesies rotan	èoe(w)a		Eu(w)a	E u ( w ) a	ɛ u ( w ) a						
580	490	E	voet	foot	kaki	èoe(w)aie	186	Eu(w)ai	E u ( w ) a i	ɛ u ( w ) a i						
581	490	E	uitspreken van een woord , van een naam	pronouncing a word , a name	melafalkan sebuah kata, sebuah nama	èoe(w)aka		Eu(w)aka	E u ( w ) a k a	ɛ u ( w ) a k a						
582	490	E	bovenarm	upper arm	lengan atas	èoe(w)apo	187	Eu(w)apo	E u ( w ) a p o	ɛ u ( w ) a p o						
583	490	E	slapen , dutten	sleeping , napping	tidur, tidur siang	èoe(w)oho		Eu(w)oho	E u ( w ) o h o	ɛ u ( w ) o h o						
584	490	E	fluiten van vogels	birdsong	kicau burung	è(o)hora	63	E(o)hora	E ( o ) h o r a	ɛ ( o ) h o r a						
584	490	E	fluiten van vogels	birdsong	kicau burung	è(o)horaoekèèpa	63	E(o)horaukEEpa	E ( o ) h o r a u k E E p a	ɛ ( o ) h o r a u k ɛ ɛ p a						
585	490	E	achterhoofd	occiput	oksiput	èokaha		Eokaha	E o k a h a	ɛ o k a h a						
586	490	E	nek	neck	leher	èokahao	202	Eokahao	E o k a h a o	ɛ o k a h a o						
587	490	E	lachen	laugh	tertawa	èokaq		Eoka'	E o k a '	ɛ o k a ʔ						
588	490	E	eene manggasoort	a mango species	spesies mangga	èokie(j)o		Eoki(y)o	E o k i ( y ) o	ɛ o k i ( j ) o						
589	490	E	wig , keg.	wedge , wedge.	irisan, irisan.	èoko		Eoko	E o k o	ɛ o k o						
590	490	E	droogplaats voor klappers en visch.	drying place for clappers and fish.	tempat pengeringan untuk ikan dan kerang.	èokoa		Eokoa	E o k o a	ɛ o k o a						
591	490	E	model , proef , maat	model , trial , size	model, uji coba, ukuran	èoko(ĕ)		Eoko(ė)	E o k o ( ė )	ɛ o k o ( ə )						
592	490	E	hoofdkussen	pillow	bantal	èokoeh	203	Eokuh	E o k u h	ɛ o k u h						
592	490	E	hoofdkussen	pillow	bantal	èokoehèoedoe	203	EokuhEudu	E o k u h E u d u	ɛ o k u h ɛ u d u						
593	490	E	glad , effen , schaaf	smooth , even , plane	halus, rata, bidang	èokohè		EokohE	E o k o h E	ɛ o k o h ɛ						
594	490	E	het over iets smals heengaan	passing over something narrow	melewati sesuatu yang sempit	èokomè		EokomE	E o k o m E	ɛ o k o m ɛ						
595	490	E	dekkleed van boomschors	blanket made of bark	selimut yang terbuat dari kulit kayu	èokopie	204	Eokopi	E o k o p i	ɛ o k o p i						
596	490	E	touw	rope	tali	èokoq		Eoko'	E o k o '	ɛ o k o ʔ						
597	490	E	bewaken , waken , wakker zijn , de wacht houden , wachten , toeven	guarding , watching , being awake , keeping watch , waiting , dwelling	menjaga, mengawasi, terjaga, berjaga-jaga, menunggu, tinggal	èomo(kie)		Eomo(ki)	E o m o ( k i )	ɛ o m o ( k i )						
598	490	E	iets verplaatsen , verzetten	move something , displace	memindahkan sesuatu, menggantikan	èomohoĕ		Eomohoė	E o m o h o ė	ɛ o m o h o ə						
599	490	E	hoeveelheid , aantal	quantity , number	jumlah, jumlah	èomona		Eomona	E o m o n a	ɛ o m o n a						
600	491	E	zweet	sweat	keringat	èomoqö		Eomo'u̇	E o m o ' u̇	ɛ o m o ʔ ɨ						
601	491	E	e. s. v. beitel	a sort of chisel	semacam pahat	èonokĕ		Eonokė	E o n o k ė	ɛ o n o k ə						
602	491	E	een rottansoort	a rottan species	spesies rotan	èononie		Eononi	E o n o n i	ɛ o n o n i						
603	491	E	stok , staak	stick , stake	tongkat, pancang	èoöbaq		Eo'oba'	E o ' o b a '	ɛ o ʔ o b a ʔ						
604	491	E	ravijn	ravine	jurang	èoöbo		Eo'obo	E o ' o b o	ɛ o ʔ o b o						
605	491	E	kruipen zooals kleine kinderen	crawling like little children	merangkak seperti anak kecil	èoöboq		Eo'obo'	E o ' o b o '	ɛ o ʔ o b o ʔ						
606	491	E	zaag	saw	melihat	èoökie		Eo'oki	E o ' o k i	ɛ o ʔ o k i						
607	491	E	kalebas	gourd	labu	èopa		Eopa	E o p a	ɛ o p a						
608	491	E	een grassoort	a species of grass	spesies rumput	èopoe	201	Eopu	E o p u	ɛ o p u						
609	491	E	keel	throat	tenggorokan	èoqoe		Eo'u	E o ' u	ɛ o ʔ u						
610	491	E	hard , sterk , krachtig	hard , strong , powerful	keras, kuat, kuat	èoqoq		Eo'o'	E o ' o '	ɛ o ʔ o ʔ						
611	491	E	luidkeels lachen	loudly laughing	tertawa terbahak-bahak	èoqoqie		Eo'o'i	E o ' o ' i	ɛ o ʔ o ʔ i						
612	491	E	rottanmand	rottan basket	keranjang rotan	èoraie		Eorai	E o r a i	ɛ o r a i						
613	491	E	kies	select / molar tooth	pilih / gigi geraham	èpa		Epa	E p a	ɛ p a						
614	491	E	huwen , huwelijk	marry , marriage	menikah , pernikahan	èpa(ä)hona		Epa('a)hona	E p a ( ' a ) h o n a	ɛ p a ( ʔ a ) h o n a	hona(o)	hona(o)	h o n a ( o )	737	h o n a ( o )	
615	491	E	vriend , bevriend zijn met	friend , being a friend of	teman, menjadi teman dari	èpaäno		Epa'ano	E p a ' a n o	ɛ p a ʔ a n o						
616	491	E	vast , gedegen	solid , thorough	padat, menyeluruh	èpaäo		Epa'ao	E p a ' a o	ɛ p a ʔ a o						
617	491	E	oorlog , gevecht	war , battle	perang, pertempuran	èpaboriekie		Epaboriki	E p a b o r i k i	ɛ p a b o r i k i						
618	491	E	met zijn velen tegelijk	many at a time	banyak dalam satu waktu	èpadoedoe		Epadudu	E p a d u d u	ɛ p a d u d u						
619	491	E	riviergarnaal	river shrimp	udang sungai	èpaèka		EpaEka	E p a E k a	ɛ p a ɛ k a						
620	491	E	beweenen van een afgestorven bloedverwant	grieving of a dead relative	berduka atas kerabat yang meninggal	èpaèloèpaèloie		EpaElupaEloi	E p a E l u p a E l o i	ɛ p a ɛ l u p a ɛ l o i						
621	491	E	koevoet van hout	wooden crowbar	linggis kayu	èpaènoqjaqä		EpaEno'ya'a	E p a E n o ' y a ' a	ɛ p a ɛ n o ʔ j a ʔ a						
622	491	E	vleugel , vlerk	wing , wing	sayap, sayap	èpaèpa	98	EpaEpa	E p a E p a	ɛ p a ɛ p a						
623	491	E	schelden , uitschelden	swearing , cuss out	mengumpat, memaki	èpahiedoa		Epahidoa	E p a h i d o a	ɛ p a h i d o a						
624	491	E	een ovalen bak , waarin de vruchten van de bagoe , na geschild te zijn , kaladie of onrijpe pisang met een stamper van steen worden fijngestampt	an oval container , in which the fruits of bagu , after being peeled , kaladie or unripe pisang are mashed with a pestle made of stone	wadah oval, tempat buah bagu, setelah dikupas, kaladie atau pisang mentah dihaluskan dengan alu yang terbuat dari batu	èpahjoe		Epahyu	E p a h y u	ɛ p a h j u						
625	491	E	een stamper van steen	a stone pestle	alu batu	èèdako	94	EEdako	E E d a k o	ɛ ɛ d a k o						
626	491	E	breed , breedte	wide , width	lebar, lebar	èpaho		Epaho	E p a h o	ɛ p a h o						
627	491	E	verboden zaak , zich onthouden van iets , verboden als schadelijk , als onbetamelijk , verboden en ongeoorloofd bij een sterfgeval	forbidden thing , abstain from something , forbidden as harmful , as unbecoming , forbidden and unauthorised in case of death	hal yang dilarang, menjauhkan diri dari sesuatu, dilarang karena berbahaya, tidak pantas, terlarang dan tidak sah dalam kasus kematian	èpahoäq	210	Epaho'a'	E p a h o ' a '	ɛ p a h o ʔ a ʔ						
628	491	E	toornig , vertoornd , boos , vergramd	wrathful , wroth , angry , enraged	murka, murka, marah, marah	èpahoe(w)a		Epahu(w)a	E p a h u ( w ) a	ɛ p a h u ( w ) a						
629	491	E	bedrog , list , streek	deception , trickery , prank	penipuan , tipu daya , lelucon	èpaienoä		Epaino'a	E p a i n o ' a	ɛ p a i n o ʔ a						
630	491	E	een in het wild voorkomende kaneelboom	a wild cinnamon tree	pohon kayu manis liar	èpaka		Epaka	E p a k a	ɛ p a k a						
631	491	E	mes	knife	pisau	èpakamaie		Epakamai	E p a k a m a i	ɛ p a k a m a i						
632	491	E	zoenoffer tot bijlegging van een familiegeschil	peace offering to settle a family dispute	penawaran perdamaian untuk menyelesaikan perselisihan keluarga	èpakèlie		EpakEli	E p a k E l i	ɛ p a k ɛ l i						
633	491	E	mast , paal , stijl	mast , pole , style	tiang, tiang, gaya	èpakoehè	99	EpakuhE	E p a k u h E	ɛ p a k u h ɛ						
634	491	E	tripang	sea cucumber	teripang	èpakoeie		Epakui	E p a k u i	ɛ p a k u i						
635	491	E	uit elkander , van elkander gescheiden	apart , separated	terpisah, terpisah	èpako(w)a	211	Epako(w)a	E p a k o ( w ) a	ɛ p a k o ( w ) a						
636	492	E	zoowel nageboorte als het bloedstremsel , dat na de geboorte volgt	both afterbirth and the blood rennet that follows birth	baik setelah kelahiran maupun rennet darah yang terjadi setelah kelahiran	èpalè	100	EpalE	E p a l E	ɛ p a l ɛ						
637	492	E	geschrift , schrijven	writing , writing	menulis, menulis	èpananaö		Epanana'o	E p a n a n a ' o	ɛ p a n a n a ʔ o						
638	492	E	neus	nose	hidung	èpanoe	101	Epanu	E p a n u	ɛ p a n u						
639	492	E	slaperig	sleepy	mengantuk	èpanoeka		Epanuka	E p a n u k a	ɛ p a n u k a						
640	492	E	e. s. v. dissel	a sort of drawbar	semacam drawbar	èpanèma	212	EpanEma	E p a n E m a	ɛ p a n ɛ m a						
641	492	E	achterzijde , rug	rear , back	belakang, belakang	èpaö		Epa'o	E p a ' o	ɛ p a ʔ o						
642	492	E	vlinder , kapel	butterfly , chapel	kupu-kupu, kapel	èpaopa	103	Epaopa	E p a o p a	ɛ p a o p a						
643	492	E	schreeuwen van menschen en dieren	cries of people and animals	tangisan manusia dan hewan	èpaoqöqaie	104	Epao'u̇'ai	E p a o ' u̇ ' a i	ɛ p a o ʔ ɨ ʔ a i						
644	492	E	in , te , op	in , at , on	dalam, di, pada	èpè		EpE	E p E	ɛ p ɛ						
645	492	E	rand , boord , zoom , oever	edge , border , hem , bank	tepi, perbatasan, keliman, bank	èpèa	105	EpEa	E p E a	ɛ p ɛ a						
646	492	E	kokosmelk	coconut milk	santan	èpèa(ie)ha		EpEa(i)ha	E p E a ( i ) h a	ɛ p ɛ a ( i ) h a						
647	492	E	kapmes	machete	parang	èpèdjie		EpEji	E p E j i	ɛ p ɛ d͡ʒ i						
648	492	E	Palembangsch kapmes	Palembang machete	Parang Palembang	èpèdjiekèèqbara		EpEjikEE'bara	E p E j i k E E ' b a r a	ɛ p ɛ d͡ʒ i k ɛ ɛ ʔ b a r a						
649	492	E	ster	star	bintang	èpèdo(w)a(ö)	213	EpEdo(w)a('o)	E p E d o ( w ) a ( ' o )	ɛ p ɛ d o ( w ) a ( ʔ o )						
650	492	E	oorsprong , begin	origin , beginning	asal, awal	èpèhè	106	EpEhE	E p E h E	ɛ p ɛ h ɛ						
651	492	E	lever	liver	hati	èpèkoe(w)aq		EpEku(w)a'	E p E k u ( w ) a '	ɛ p ɛ k u ( w ) a ʔ						
652	492	E	maag , krop.	stomach , crop.	perut, tanaman.	èpèkoeqwaq		EpEku'wa'	E p E k u ' w a '	ɛ p ɛ k u ʔ w a ʔ						
653	492	E	keuvelen , praten	gabbing , talking	mengoceh, berbicara	èpènaö		EpEna'o	E p E n a ' o	ɛ p ɛ n a ʔ o						
654	492	E	bovenarm	upper arm	lengan atas	èpèrhaoedie	214	EpErhaudi	E p E r h a u d i	ɛ p ɛ r h a u d i	èoe(w)apo	Eu(w)apo	E u ( w ) a p o	573	ɛ u ( w ) a p o	
654	492	E	bovenarm	upper arm	lengan atas	èpèrhaoedie	214	EpErhaudi	E p E r h a u d i	ɛ p ɛ r h a u d i	èoe(w)apo	Eu(w)apo	E u ( w ) a p o	582	ɛ u ( w ) a p o	
655	492	E	(mal.) aarden of metalen pot om in te koken	(mal.) earthen or metal pot for cooking	(mal.) panci tanah atau logam untuk memasak	èpèrie(j)oq		EpEri(y)o'	E p E r i ( y ) o '	ɛ p ɛ r i ( j ) o ʔ	pĕrijoek	pėriyuk	p ė r i y u k	Malay crossref	p ə r i j u k	malay
656	492	E	zekere pisangsoort	certain pisang species	spesies pisang tertentu	èpieako(w)èq		Epiako(w)E'	E p i a k o ( w ) E '	ɛ p i a k o ( w ) ɛ ʔ						
657	492	E	tusschenhandsbeenderen	metacarpal bones	tulang metakarpal	èpieaoe(w)apo	215	Epiau(w)apo	E p i a u ( w ) a p o	ɛ p i a u ( w ) a p o						
658	492	E	arm , armoedig	poor , shabby	miskin, lusuh	èpiedjaja		Epijaya	E p i j a y a	ɛ p i d͡ʒ a j a						
659	492	E	zekere boomsoort met deugdzaam timmerhout	certain tree species with decent lumber	spesies pohon tertentu dengan kayu yang layak	èpiedjoe		Epiju	E p i j u	ɛ p i d͡ʒ u						
660	492	E	eĕne liaansoort	eĕne liana species	spesies eĕne liana	èpiedjoeapo	216	Epijuapo	E p i j u a p o	ɛ p i d͡ʒ u a p o						
661	492	E	zeeschuim	sea foam	busa laut	èpieho		Epiho	E p i h o	ɛ p i ç o						
661	492	E	zeeschuim	sea foam	busa laut	èpiehooe(è)oe(w)è		Epihou(E)u(w)E	E p i h o u ( E ) u ( w ) E	ɛ p i ç o u ( ɛ ) u ( w ) ɛ						
662	492	E	bouwland , tuin	arable land , garden	tanah subur, taman	èpie(j)a	107	Epi(y)a	E p i ( y ) a	ɛ p i ( j ) a						
663	492	E	kuit	calf	betis	èpie(j)opie(j)o	108	Epi(y)opi(y)o	E p i ( y ) o p i ( y ) o	ɛ p i ( j ) o p i ( j ) o						
664	492	E	manggistam	mango stem	batang mangga	èpieko		Epiko	E p i k o	ɛ p i k o						
665	492	E	schaar , knipschaar	scissors , shears	gunting, gunting	èpienie		Epini	E p i n i	ɛ p i n i						
666	492	E	boomlooze vlakte	treeless plain	dataran tanpa pohon	èpieniepie	110	Epinipi	E p i n i p i	ɛ p i n i p i						
667	492	E	horizontale omwandingsplanken	horizontal wall boards	papan dinding horizontal	èpiepie	109	Epipi	E p i p i	ɛ p i p i						
668	492	E	eene rottansoort	a rottan species	spesies rotan	èpoäq		Epo'a'	E p o ' a '	ɛ p o ʔ a ʔ						
669	492	E	klapperdop om er uit te drinken	coconut shell to drink from	tempurung kelapa untuk diminum	èpoeäo	60	Epu'ao	E p u ' a o	ɛ p u ʔ a o						
670	492	E	doorn	thorn	duri	èpoedarie		Epudari	E p u d a r i	ɛ p u d a r i						
671	492	E	dooden van levende wezens	killing of living beings	membunuh makhluk hidup	èpoedoe	220	Epudu	E p u d u	ɛ p u d u						
672	492	E	kruin in alle beteekenissen	crown in all meanings	mahkota dalam segala arti	èpoeha		Epuha	E p u h a	ɛ p u h a						
